Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
group_665,,hypothetical protein,JHOIBPIP_02005,HHCJKAOK_02590,BNPNPENK_02510,LNHDNJLJ_02689,KJPPOAMA_02020,KELBMKEO_02240
ispD,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,JHOIBPIP_00531,HHCJKAOK_01043,BNPNPENK_01012,LNHDNJLJ_01020,KJPPOAMA_00510,KELBMKEO_00554
aphA_2,aphA_2,Class B acid phosphatase,JHOIBPIP_04017,HHCJKAOK_04558,BNPNPENK_04613,LNHDNJLJ_04654,KJPPOAMA_04020,KELBMKEO_04181
mpaA,mpaA,Murein peptide amidase A,JHOIBPIP_01557,HHCJKAOK_02104,BNPNPENK_02040,LNHDNJLJ_02190,KJPPOAMA_01539,KELBMKEO_01719
purC,purC,Phosphoribosylaminoimidazole-succinocarboxamide synthase,JHOIBPIP_00818,HHCJKAOK_01343,BNPNPENK_01293,LNHDNJLJ_01352,KJPPOAMA_00793,KELBMKEO_00873
qseG,qseG,Quorum-sensing regulator protein G,JHOIBPIP_00753,HHCJKAOK_01280,BNPNPENK_01229,LNHDNJLJ_01286,KJPPOAMA_00728,KELBMKEO_00808
group_663,,hypothetical protein,JHOIBPIP_00470,HHCJKAOK_00984,BNPNPENK_00942,LNHDNJLJ_00950,KJPPOAMA_00450,KELBMKEO_00485
dsbC,dsbC,Thiol:disulfide interchange protein DsbC,JHOIBPIP_00365,HHCJKAOK_00817,BNPNPENK_00838,LNHDNJLJ_00842,KJPPOAMA_00346,KELBMKEO_00379
ydfK_1,ydfK_1,putative membrane protein YdfK,JHOIBPIP_00284,HHCJKAOK_00732,BNPNPENK_00752,LNHDNJLJ_00754,KJPPOAMA_00260,KELBMKEO_00294
rph,rph,Ribonuclease PH,JHOIBPIP_04439,HHCJKAOK_00116,BNPNPENK_00110,LNHDNJLJ_00111,KJPPOAMA_04445,KELBMKEO_04602
yigB,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,JHOIBPIP_04226,HHCJKAOK_04762,BNPNPENK_04833,LNHDNJLJ_04868,KJPPOAMA_04230,KELBMKEO_04385
arcA,arcA,Aerobic respiration control protein ArcA,JHOIBPIP_03609,HHCJKAOK_04169,BNPNPENK_04222,LNHDNJLJ_04251,KJPPOAMA_03634,KELBMKEO_03775
sfsA,sfsA,Sugar fermentation stimulation protein A,JHOIBPIP_03443,HHCJKAOK_04004,BNPNPENK_04055,LNHDNJLJ_04085,KJPPOAMA_03469,KELBMKEO_03610
sdhB,sdhB,Succinate dehydrogenase iron-sulfur subunit,JHOIBPIP_02915,HHCJKAOK_03448,BNPNPENK_03500,LNHDNJLJ_03548,KJPPOAMA_02882,KELBMKEO_03079
phoP_2,phoP_2,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,JHOIBPIP_02762,HHCJKAOK_03298,BNPNPENK_03346,LNHDNJLJ_03377,KJPPOAMA_02726,KELBMKEO_02922
artQ_2,artQ_2,Arginine ABC transporter permease protein ArtQ,JHOIBPIP_02758,HHCJKAOK_03294,BNPNPENK_03342,LNHDNJLJ_03373,KJPPOAMA_02722,KELBMKEO_02918
rstA,rstA,Transcriptional regulatory protein RstA,JHOIBPIP_02066,HHCJKAOK_02651,BNPNPENK_02572,LNHDNJLJ_02751,KJPPOAMA_02088,KELBMKEO_02301
group_659,,hypothetical protein,JHOIBPIP_01870,HHCJKAOK_02426,BNPNPENK_02377,LNHDNJLJ_02547,KJPPOAMA_01855,KELBMKEO_02056
group_658,,hypothetical protein,JHOIBPIP_01074,HHCJKAOK_01561,BNPNPENK_01558,LNHDNJLJ_01617,KJPPOAMA_01006,KELBMKEO_01153
hisM,hisM,Histidine transport system permease protein HisM,JHOIBPIP_00956,HHCJKAOK_01441,BNPNPENK_01441,LNHDNJLJ_01500,KJPPOAMA_00890,KELBMKEO_01033
group_657,,hypothetical protein,JHOIBPIP_00292,HHCJKAOK_00740,BNPNPENK_00760,LNHDNJLJ_00762,KJPPOAMA_00268,KELBMKEO_00302
ompR_3,ompR_3,Transcriptional regulatory protein OmpR,JHOIBPIP_04666,HHCJKAOK_00340,BNPNPENK_00356,LNHDNJLJ_00360,KJPPOAMA_04670,KELBMKEO_04829
phnR,phnR,Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons,JHOIBPIP_04368,HHCJKAOK_00043,BNPNPENK_00039,LNHDNJLJ_00043,KJPPOAMA_04374,KELBMKEO_04527
gamA,gamA,putative glucosamine-6-phosphate deaminase 2,JHOIBPIP_04317,HHCJKAOK_04854,BNPNPENK_04924,LNHDNJLJ_04959,KJPPOAMA_04320,KELBMKEO_04473
deoD,deoD,Purine nucleoside phosphorylase DeoD-type,JHOIBPIP_03625,HHCJKAOK_04182,BNPNPENK_04238,LNHDNJLJ_04267,KJPPOAMA_03647,KELBMKEO_03788
nlpE,nlpE,Lipoprotein NlpE,JHOIBPIP_03396,HHCJKAOK_03956,BNPNPENK_04008,LNHDNJLJ_04037,KJPPOAMA_03422,KELBMKEO_03563
pnuC,pnuC,Nicotinamide riboside transporter PnuC,JHOIBPIP_02890,HHCJKAOK_03423,BNPNPENK_03476,LNHDNJLJ_03523,KJPPOAMA_02857,KELBMKEO_03054
flgH,flgH,Flagellar L-ring protein,JHOIBPIP_02624,HHCJKAOK_03141,BNPNPENK_03183,LNHDNJLJ_03227,KJPPOAMA_02578,KELBMKEO_02775
dcuR,dcuR,Transcriptional regulatory protein DcuR,JHOIBPIP_02037,HHCJKAOK_02621,BNPNPENK_02542,LNHDNJLJ_02722,KJPPOAMA_02060,KELBMKEO_02271
fadR_1,fadR_1,Fatty acid metabolism regulator protein,JHOIBPIP_01366,HHCJKAOK_01847,BNPNPENK_01848,LNHDNJLJ_01908,KJPPOAMA_01292,KELBMKEO_01476
btsR,btsR,Transcriptional regulatory protein BtsR,JHOIBPIP_01103,HHCJKAOK_01590,BNPNPENK_01587,LNHDNJLJ_01652,KJPPOAMA_01035,KELBMKEO_01182
rsuA,rsuA,Ribosomal small subunit pseudouridine synthase A,JHOIBPIP_01038,HHCJKAOK_01527,BNPNPENK_01525,LNHDNJLJ_01583,KJPPOAMA_00972,KELBMKEO_01119
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,JHOIBPIP_00290,HHCJKAOK_00738,BNPNPENK_00758,LNHDNJLJ_00760,KJPPOAMA_00266,KELBMKEO_00300
dauR,dauR,Transcriptional regulator DauR,JHOIBPIP_04713,HHCJKAOK_00387,BNPNPENK_00403,LNHDNJLJ_00404,KJPPOAMA_04714,KELBMKEO_04873
glvR_2,glvR_2,HTH-type transcriptional regulator GlvR,JHOIBPIP_04413,HHCJKAOK_00091,BNPNPENK_00085,LNHDNJLJ_00085,KJPPOAMA_04419,KELBMKEO_04577
glnQ_5,glnQ_5,Glutamine transport ATP-binding protein GlnQ,JHOIBPIP_02819,HHCJKAOK_03355,BNPNPENK_03405,LNHDNJLJ_03450,KJPPOAMA_02786,KELBMKEO_02986
nfsA,nfsA,Oxygen-insensitive NADPH nitroreductase,JHOIBPIP_02771,HHCJKAOK_03307,BNPNPENK_03355,LNHDNJLJ_03386,KJPPOAMA_02735,KELBMKEO_02931
fliA,fliA,RNA polymerase sigma factor FliA,JHOIBPIP_02509,HHCJKAOK_03100,BNPNPENK_03067,LNHDNJLJ_03184,KJPPOAMA_02534,KELBMKEO_02730
glnQ_4,glnQ_4,Glutamine transport ATP-binding protein GlnQ,JHOIBPIP_02219,HHCJKAOK_02799,BNPNPENK_02721,LNHDNJLJ_02897,KJPPOAMA_02240,KELBMKEO_02444
folM,folM,Dihydromonapterin reductase,JHOIBPIP_02064,HHCJKAOK_02649,BNPNPENK_02570,LNHDNJLJ_02749,KJPPOAMA_02086,KELBMKEO_02299
phoU,phoU,Phosphate-specific transport system accessory protein PhoU,JHOIBPIP_04313,HHCJKAOK_04851,BNPNPENK_04921,LNHDNJLJ_04956,KJPPOAMA_04317,KELBMKEO_04470
phnF,phnF,putative transcriptional regulator PhnF,JHOIBPIP_03970,HHCJKAOK_04512,BNPNPENK_04565,LNHDNJLJ_04608,KJPPOAMA_03970,KELBMKEO_04131
rpsB,rpsB,30S ribosomal protein S2,JHOIBPIP_03421,HHCJKAOK_03981,BNPNPENK_04033,LNHDNJLJ_04062,KJPPOAMA_03447,KELBMKEO_03588
pyrH,pyrH,Uridylate kinase,JHOIBPIP_03419,HHCJKAOK_03979,BNPNPENK_04031,LNHDNJLJ_04060,KJPPOAMA_03445,KELBMKEO_03586
glnQ_6,glnQ_6,Glutamine transport ATP-binding protein GlnQ,JHOIBPIP_02971,HHCJKAOK_03504,BNPNPENK_03556,LNHDNJLJ_03604,KJPPOAMA_02938,KELBMKEO_03135
group_650,,hypothetical protein,JHOIBPIP_02923,HHCJKAOK_03456,BNPNPENK_03508,LNHDNJLJ_03556,KJPPOAMA_02890,KELBMKEO_03087
nagR,nagR,HTH-type transcriptional repressor NagR,JHOIBPIP_02859,HHCJKAOK_03395,BNPNPENK_03445,LNHDNJLJ_03491,KJPPOAMA_02826,KELBMKEO_03026
fimC_1,fimC_1,Chaperone protein FimC,JHOIBPIP_00419,HHCJKAOK_00932,BNPNPENK_00890,LNHDNJLJ_00895,KJPPOAMA_00399,KELBMKEO_00433
lptB_1,lptB_1,Lipopolysaccharide export system ATP-binding protein LptB,JHOIBPIP_00053,HHCJKAOK_00505,BNPNPENK_00521,LNHDNJLJ_00523,KJPPOAMA_00021,KELBMKEO_00061
mtgA,mtgA,Biosynthetic peptidoglycan transglycosylase,JHOIBPIP_00047,HHCJKAOK_00499,BNPNPENK_00515,LNHDNJLJ_00517,KJPPOAMA_00015,KELBMKEO_00055
ubiG,ubiG,Ubiquinone biosynthesis O-methyltransferase,JHOIBPIP_01013,HHCJKAOK_01499,BNPNPENK_01500,LNHDNJLJ_01558,KJPPOAMA_00947,KELBMKEO_01091
livF_2,livF_2,High-affinity branched-chain amino acid transport ATP-binding protein LivF,JHOIBPIP_04620,HHCJKAOK_00294,BNPNPENK_00306,LNHDNJLJ_00309,KJPPOAMA_04624,KELBMKEO_04783
rlmB,rlmB,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,JHOIBPIP_03891,HHCJKAOK_04435,BNPNPENK_04489,LNHDNJLJ_04532,KJPPOAMA_03893,KELBMKEO_04055
artJ_1,artJ_1,ABC transporter arginine-binding protein 1,JHOIBPIP_02760,HHCJKAOK_03296,BNPNPENK_03344,LNHDNJLJ_03375,KJPPOAMA_02724,KELBMKEO_02920
artI,artI,Putative ABC transporter arginine-binding protein 2,JHOIBPIP_02757,HHCJKAOK_03293,BNPNPENK_03341,LNHDNJLJ_03372,KJPPOAMA_02721,KELBMKEO_02917
tonB,tonB,Protein TonB,JHOIBPIP_02290,HHCJKAOK_02875,BNPNPENK_02792,LNHDNJLJ_02971,KJPPOAMA_02315,KELBMKEO_02515
pdxJ,pdxJ,Pyridoxine 5'-phosphate synthase,JHOIBPIP_00744,HHCJKAOK_01269,BNPNPENK_01218,LNHDNJLJ_01275,KJPPOAMA_00719,KELBMKEO_00797
yfiH,yfiH,Polyphenol oxidase,JHOIBPIP_00717,HHCJKAOK_01242,BNPNPENK_01190,LNHDNJLJ_01248,KJPPOAMA_00692,KELBMKEO_00770
rsmE,rsmE,Ribosomal RNA small subunit methyltransferase E,JHOIBPIP_00306,HHCJKAOK_00754,BNPNPENK_00774,LNHDNJLJ_00776,KJPPOAMA_00282,KELBMKEO_00316
exbB,exbB,Biopolymer transport protein ExbB,JHOIBPIP_00242,HHCJKAOK_00689,BNPNPENK_00709,LNHDNJLJ_00718,KJPPOAMA_00211,KELBMKEO_00252
gmk,gmk,Guanylate kinase,JHOIBPIP_04434,HHCJKAOK_00112,BNPNPENK_00106,LNHDNJLJ_00107,KJPPOAMA_04440,KELBMKEO_04598
bluR,bluR,HTH-type transcriptional repressor BluR,JHOIBPIP_02869,HHCJKAOK_03402,BNPNPENK_03455,LNHDNJLJ_03501,KJPPOAMA_02836,KELBMKEO_03033
fabG_5,fabG_5,3-oxoacyl-[acyl-carrier-protein] reductase FabG,JHOIBPIP_02414,HHCJKAOK_02998,BNPNPENK_02963,LNHDNJLJ_03084,KJPPOAMA_02439,KELBMKEO_02636
trmJ,trmJ,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,JHOIBPIP_00764,HHCJKAOK_01291,BNPNPENK_01240,LNHDNJLJ_01297,KJPPOAMA_00739,KELBMKEO_00819
cysH_1,cysH_1,Phosphoadenosine phosphosulfate reductase,JHOIBPIP_00523,HHCJKAOK_01035,BNPNPENK_00994,LNHDNJLJ_01003,KJPPOAMA_00502,KELBMKEO_00536
group_644,,hypothetical protein,JHOIBPIP_04321,HHCJKAOK_04858,BNPNPENK_04928,LNHDNJLJ_04963,KJPPOAMA_04324,KELBMKEO_04477
ycdX,ycdX,putative phosphatase YcdX,JHOIBPIP_02449,HHCJKAOK_03033,BNPNPENK_02998,LNHDNJLJ_03119,KJPPOAMA_02474,KELBMKEO_02671
glnQ_3,glnQ_3,Glutamine transport ATP-binding protein GlnQ,JHOIBPIP_01881,HHCJKAOK_02437,BNPNPENK_02388,LNHDNJLJ_02558,KJPPOAMA_01866,KELBMKEO_02067
ompR_1,ompR_1,Transcriptional regulatory protein OmpR,JHOIBPIP_01805,HHCJKAOK_02359,BNPNPENK_02312,LNHDNJLJ_02477,KJPPOAMA_01784,KELBMKEO_01984
hisA,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,JHOIBPIP_01183,HHCJKAOK_01662,BNPNPENK_01669,LNHDNJLJ_01733,KJPPOAMA_01106,KELBMKEO_01266
recO,recO,DNA repair protein RecO,JHOIBPIP_00743,HHCJKAOK_01268,BNPNPENK_01217,LNHDNJLJ_01274,KJPPOAMA_00718,KELBMKEO_00796
bamD,bamD,Outer membrane protein assembly factor BamD,JHOIBPIP_00715,HHCJKAOK_01240,BNPNPENK_01188,LNHDNJLJ_01246,KJPPOAMA_00690,KELBMKEO_00768
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,JHOIBPIP_00231,HHCJKAOK_00680,BNPNPENK_00699,LNHDNJLJ_00708,KJPPOAMA_00202,KELBMKEO_00243
group_641,,2-keto-3-deoxy-L-fuconate dehydrogenase,JHOIBPIP_04659,HHCJKAOK_00333,BNPNPENK_00349,LNHDNJLJ_00353,KJPPOAMA_04663,KELBMKEO_04822
wecG,wecG,UDP-N-acetyl-D-mannosaminuronic acid transferase,JHOIBPIP_04243,HHCJKAOK_04778,BNPNPENK_04849,LNHDNJLJ_04884,KJPPOAMA_04247,KELBMKEO_04401
ygaZ,ygaZ,Inner membrane protein YgaZ,JHOIBPIP_04041,HHCJKAOK_04582,BNPNPENK_04638,LNHDNJLJ_04679,KJPPOAMA_04044,KELBMKEO_04205
dgaF_2,dgaF_2,2-dehydro-3-deoxy-phosphogluconate aldolase,JHOIBPIP_03835,HHCJKAOK_04378,BNPNPENK_04433,LNHDNJLJ_04472,KJPPOAMA_03837,KELBMKEO_03998
dnaQ,dnaQ,DNA polymerase III subunit epsilon,JHOIBPIP_03373,HHCJKAOK_03933,BNPNPENK_03985,LNHDNJLJ_04014,KJPPOAMA_03399,KELBMKEO_03540
group_640,,hypothetical protein,JHOIBPIP_03365,HHCJKAOK_03925,BNPNPENK_03977,LNHDNJLJ_04001,KJPPOAMA_03391,KELBMKEO_03532
gltJ_1,gltJ_1,Glutamate/aspartate import permease protein GltJ,JHOIBPIP_02969,HHCJKAOK_03502,BNPNPENK_03554,LNHDNJLJ_03602,KJPPOAMA_02936,KELBMKEO_03133
pflA,pflA,Pyruvate formate-lyase 1-activating enzyme,JHOIBPIP_02720,HHCJKAOK_03257,BNPNPENK_03304,LNHDNJLJ_03332,KJPPOAMA_02683,KELBMKEO_02881
hyuA_1,hyuA_1,Hydantoin racemase,JHOIBPIP_01871,HHCJKAOK_02427,BNPNPENK_02378,LNHDNJLJ_02548,KJPPOAMA_01856,KELBMKEO_02057
pcaH,pcaH,Protocatechuate 34-dioxygenase beta chain,JHOIBPIP_01656,HHCJKAOK_02213,BNPNPENK_02167,LNHDNJLJ_02332,KJPPOAMA_01636,KELBMKEO_01839
yebC,yebC,putative transcriptional regulatory protein YebC,JHOIBPIP_01294,HHCJKAOK_01773,BNPNPENK_01780,LNHDNJLJ_01836,KJPPOAMA_01218,KELBMKEO_01404
cysQ,cysQ,3'(2')5'-bisphosphate nucleotidase CysQ,JHOIBPIP_03861,HHCJKAOK_04405,BNPNPENK_04459,LNHDNJLJ_04502,KJPPOAMA_03863,KELBMKEO_04025
dnaC,dnaC,DNA replication protein DnaC,JHOIBPIP_03653,HHCJKAOK_04210,BNPNPENK_04266,LNHDNJLJ_04295,KJPPOAMA_03675,KELBMKEO_03817
zapD,zapD,Cell division protein ZapD,JHOIBPIP_03484,HHCJKAOK_04046,BNPNPENK_04097,LNHDNJLJ_04127,KJPPOAMA_03511,KELBMKEO_03652
ybgI,ybgI,GTP cyclohydrolase 1 type 2,JHOIBPIP_02927,HHCJKAOK_03460,BNPNPENK_03512,LNHDNJLJ_03560,KJPPOAMA_02894,KELBMKEO_03091
pxpA,pxpA,5-oxoprolinase subunit A,JHOIBPIP_02924,HHCJKAOK_03457,BNPNPENK_03509,LNHDNJLJ_03557,KJPPOAMA_02891,KELBMKEO_03088
group_636,,hypothetical protein,JHOIBPIP_01483,HHCJKAOK_01972,BNPNPENK_01952,LNHDNJLJ_02040,KJPPOAMA_01414,KELBMKEO_01651
cmoA,cmoA,Carboxy-S-adenosyl-L-methionine synthase,JHOIBPIP_01288,HHCJKAOK_01767,BNPNPENK_01774,LNHDNJLJ_01830,KJPPOAMA_01212,KELBMKEO_01382
ygfF,ygfF,putative oxidoreductase YgfF,JHOIBPIP_00351,HHCJKAOK_00803,BNPNPENK_00824,LNHDNJLJ_00827,KJPPOAMA_00332,KELBMKEO_00365
fpr,fpr,Flavodoxin/ferredoxin--NADP reductase,JHOIBPIP_04428,HHCJKAOK_00106,BNPNPENK_00100,LNHDNJLJ_00101,KJPPOAMA_04434,KELBMKEO_04592
malT_1,malT_1,HTH-type transcriptional regulator MalT,JHOIBPIP_03074,HHCJKAOK_03609,BNPNPENK_03661,LNHDNJLJ_03705,KJPPOAMA_03045,KELBMKEO_03239
glnH_2,glnH_2,Glutamine-binding periplasmic protein,JHOIBPIP_02817,HHCJKAOK_03353,BNPNPENK_03403,LNHDNJLJ_03448,KJPPOAMA_02784,KELBMKEO_02984
kdsB,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,JHOIBPIP_02705,HHCJKAOK_03242,BNPNPENK_03288,LNHDNJLJ_03316,KJPPOAMA_02668,KELBMKEO_02866
sufC,sufC,putative ATP-dependent transporter SufC,JHOIBPIP_02254,HHCJKAOK_02834,BNPNPENK_02756,LNHDNJLJ_02932,KJPPOAMA_02275,KELBMKEO_02479
group_634,,Gluconate 2-dehydrogenase subunit 3,JHOIBPIP_02185,HHCJKAOK_02771,BNPNPENK_02695,LNHDNJLJ_02872,KJPPOAMA_02208,KELBMKEO_02420
phoC,phoC,Major phosphate-irrepressible acid phosphatase,JHOIBPIP_01444,HHCJKAOK_01934,BNPNPENK_01914,LNHDNJLJ_01999,KJPPOAMA_01375,KELBMKEO_01612
ccmC,ccmC,Heme exporter protein C,JHOIBPIP_00669,HHCJKAOK_01163,BNPNPENK_01149,LNHDNJLJ_01147,KJPPOAMA_00637,KELBMKEO_00674
group_632,,hypothetical protein,JHOIBPIP_04511,HHCJKAOK_00189,BNPNPENK_00193,LNHDNJLJ_00195,KJPPOAMA_04517,KELBMKEO_04675
agaC,agaC,N-acetylgalactosamine permease IIC component 1,JHOIBPIP_03718,HHCJKAOK_04275,BNPNPENK_04325,LNHDNJLJ_04354,KJPPOAMA_03732,KELBMKEO_03876
ydfG,ydfG,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,JHOIBPIP_01994,HHCJKAOK_02579,BNPNPENK_02498,LNHDNJLJ_02678,KJPPOAMA_02009,KELBMKEO_02229
rbtD,rbtD,Ribitol 2-dehydrogenase,JHOIBPIP_01125,HHCJKAOK_01614,BNPNPENK_01610,LNHDNJLJ_01675,KJPPOAMA_01057,KELBMKEO_01219
gltJ_2,gltJ_2,Glutamate/aspartate import permease protein GltJ,JHOIBPIP_03288,HHCJKAOK_03821,BNPNPENK_03881,LNHDNJLJ_03921,KJPPOAMA_03322,KELBMKEO_03460
nagD,nagD,Ribonucleotide monophosphatase NagD,JHOIBPIP_02953,HHCJKAOK_03486,BNPNPENK_03538,LNHDNJLJ_03586,KJPPOAMA_02920,KELBMKEO_03117
gpmA,gpmA,23-bisphosphoglycerate-dependent phosphoglycerate mutase,JHOIBPIP_02886,HHCJKAOK_03419,BNPNPENK_03472,LNHDNJLJ_03518,KJPPOAMA_02853,KELBMKEO_03050
fnr,fnr,Fumarate and nitrate reduction regulatory protein,JHOIBPIP_02057,HHCJKAOK_02642,BNPNPENK_02563,LNHDNJLJ_02742,KJPPOAMA_02079,KELBMKEO_02292
znuC,znuC,Zinc import ATP-binding protein ZnuC,JHOIBPIP_01299,HHCJKAOK_01778,BNPNPENK_01785,LNHDNJLJ_01841,KJPPOAMA_01223,KELBMKEO_01409
artM_1,artM_1,Arginine transport ATP-binding protein ArtM,JHOIBPIP_01256,HHCJKAOK_01735,BNPNPENK_01743,LNHDNJLJ_01799,KJPPOAMA_01172,KELBMKEO_01350
ubiE,ubiE,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,JHOIBPIP_04207,HHCJKAOK_04744,BNPNPENK_04815,LNHDNJLJ_04850,KJPPOAMA_04212,KELBMKEO_04367
thiF,thiF,Sulfur carrier protein ThiS adenylyltransferase,JHOIBPIP_04082,HHCJKAOK_04619,BNPNPENK_04678,LNHDNJLJ_04719,KJPPOAMA_04087,KELBMKEO_04242
ulaR,ulaR,HTH-type transcriptional regulator UlaR,JHOIBPIP_03885,HHCJKAOK_04429,BNPNPENK_04483,LNHDNJLJ_04526,KJPPOAMA_03887,KELBMKEO_04049
entA,entA,23-dihydro-23-dihydroxybenzoate dehydrogenase,JHOIBPIP_03018,HHCJKAOK_03552,BNPNPENK_03605,LNHDNJLJ_03651,KJPPOAMA_02985,KELBMKEO_03183
flgF,flgF,Flagellar basal-body rod protein FlgF,JHOIBPIP_02626,HHCJKAOK_03143,BNPNPENK_03185,LNHDNJLJ_03229,KJPPOAMA_02580,KELBMKEO_02777
pqqC,pqqC,Pyrroloquinoline-quinone synthase,JHOIBPIP_01801,HHCJKAOK_02355,BNPNPENK_02308,LNHDNJLJ_02473,KJPPOAMA_01780,KELBMKEO_01980
paaC,paaC,12-phenylacetyl-CoA epoxidase subunit C,JHOIBPIP_01613,HHCJKAOK_02155,BNPNPENK_02108,LNHDNJLJ_02273,KJPPOAMA_01597,KELBMKEO_01782
ypdB,ypdB,Transcriptional regulatory protein YpdB,JHOIBPIP_00876,HHCJKAOK_01400,BNPNPENK_01349,LNHDNJLJ_01408,KJPPOAMA_00850,KELBMKEO_00930
lldR_3,lldR_3,Putative L-lactate dehydrogenase operon regulatory protein,JHOIBPIP_04658,HHCJKAOK_00332,BNPNPENK_00348,LNHDNJLJ_00352,KJPPOAMA_04662,KELBMKEO_04821
glpR_4,glpR_4,Glycerol-3-phosphate regulon repressor,JHOIBPIP_04644,HHCJKAOK_00318,BNPNPENK_00334,LNHDNJLJ_00338,KJPPOAMA_04648,KELBMKEO_04807
phnK,phnK,Putative phosphonates utilization ATP-binding protein PhnK,JHOIBPIP_03975,HHCJKAOK_04517,BNPNPENK_04570,LNHDNJLJ_04613,KJPPOAMA_03975,KELBMKEO_04136
deoR,deoR,Deoxyribose operon repressor,JHOIBPIP_02784,HHCJKAOK_03320,BNPNPENK_03369,LNHDNJLJ_03400,KJPPOAMA_02751,KELBMKEO_02945
group_623,,hypothetical protein,JHOIBPIP_02286,HHCJKAOK_02871,BNPNPENK_02788,LNHDNJLJ_02967,KJPPOAMA_02311,KELBMKEO_02511
chbG,chbG,Chitooligosaccharide deacetylase ChbG,JHOIBPIP_01474,HHCJKAOK_01963,BNPNPENK_01943,LNHDNJLJ_02031,KJPPOAMA_01405,KELBMKEO_01641
ygdG,ygdG,Flap endonuclease Xni,JHOIBPIP_00497,HHCJKAOK_01010,BNPNPENK_00968,LNHDNJLJ_00978,KJPPOAMA_00476,KELBMKEO_00511
loiP,loiP,Metalloprotease LoiP,JHOIBPIP_00331,HHCJKAOK_00778,BNPNPENK_00799,LNHDNJLJ_00802,KJPPOAMA_00307,KELBMKEO_00340
gph,gph,Phosphoglycolate phosphatase,JHOIBPIP_04684,HHCJKAOK_00361,BNPNPENK_00374,LNHDNJLJ_00378,KJPPOAMA_04688,KELBMKEO_04847
udp,udp,Uridine phosphorylase,JHOIBPIP_04209,HHCJKAOK_04746,BNPNPENK_04817,LNHDNJLJ_04852,KJPPOAMA_04214,KELBMKEO_04369
fliP,fliP,Flagellar biosynthetic protein FliP,JHOIBPIP_02602,HHCJKAOK_03119,BNPNPENK_03162,LNHDNJLJ_03206,KJPPOAMA_02555,KELBMKEO_02749
glcR_2,glcR_2,HTH-type transcriptional repressor GlcR,JHOIBPIP_01961,HHCJKAOK_02545,BNPNPENK_02466,LNHDNJLJ_02646,KJPPOAMA_01976,KELBMKEO_02195
yciK,yciK,putative oxidoreductase YciK,JHOIBPIP_01506,HHCJKAOK_01998,BNPNPENK_01976,LNHDNJLJ_02080,KJPPOAMA_01434,KELBMKEO_01677
mlaA,mlaA,Intermembrane phospholipid transport system lipoprotein MlaA,JHOIBPIP_00926,HHCJKAOK_01411,BNPNPENK_01411,LNHDNJLJ_01470,KJPPOAMA_00860,KELBMKEO_01003
cysZ,cysZ,Sulfate transporter CysZ,JHOIBPIP_00852,HHCJKAOK_01376,BNPNPENK_01326,LNHDNJLJ_01385,KJPPOAMA_00826,KELBMKEO_00906
surE_1,surE_1,5'/3'-nucleotidase SurE,JHOIBPIP_00534,HHCJKAOK_01046,BNPNPENK_01015,LNHDNJLJ_01023,KJPPOAMA_00513,KELBMKEO_00557
kduD_1,kduD_1,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,JHOIBPIP_00454,HHCJKAOK_00968,BNPNPENK_00926,LNHDNJLJ_00931,KJPPOAMA_00434,KELBMKEO_00469
glvR_1,glvR_1,HTH-type transcriptional regulator GlvR,JHOIBPIP_00357,HHCJKAOK_00809,BNPNPENK_00830,LNHDNJLJ_00834,KJPPOAMA_00338,KELBMKEO_00371
hpcE_2,hpcE_2,Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,JHOIBPIP_03676,HHCJKAOK_04233,BNPNPENK_04289,LNHDNJLJ_04318,KJPPOAMA_03698,KELBMKEO_03832
puuD,puuD,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,JHOIBPIP_02491,HHCJKAOK_03074,BNPNPENK_03040,LNHDNJLJ_03157,KJPPOAMA_02516,KELBMKEO_02712
artQ_1,artQ_1,Arginine transport system permease protein ArtQ,JHOIBPIP_02220,HHCJKAOK_02800,BNPNPENK_02722,LNHDNJLJ_02898,KJPPOAMA_02241,KELBMKEO_02445
fabG_3,fabG_3,3-oxoacyl-[acyl-carrier-protein] reductase FabG,JHOIBPIP_01764,HHCJKAOK_02320,BNPNPENK_02275,LNHDNJLJ_02440,KJPPOAMA_01744,KELBMKEO_01945
nadX,nadX,L-aspartate dehydrogenase,JHOIBPIP_00327,HHCJKAOK_00774,BNPNPENK_00795,LNHDNJLJ_00798,KJPPOAMA_00303,KELBMKEO_00336
